Id,LotFrontage,LotArea,LotConfig,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SalePrice,Gar2,Shed,TenC,TotalBath,Bedroom/Bathroom
724,60.0,8172,Inside,6,4,6,1954,1972,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,NoExposure,1,941,5,1470,4,1,3,7,6,0,0,1958.0,1,1,548,3,3,3,0,0,0,0,156,0,0,0,5,2008,Normal,135000,0,0,0,2,2.0
725,86.0,13286,Inside,6,9,5,2007,2008,Other,CmentBd,Stone,340.0,5,3,PConc,5,3,NoExposure,6,1698,5,1698,3,1,5,8,6,1,4,2007.0,3,3,768,3,3,3,327,64,0,0,0,0,0,0,2,2009,Normal,320000,0,0,0,3,1.0
726,60.0,6960,Inside,10,4,6,1970,1970,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,5,864,3,864,3,1,4,5,6,0,0,1989.0,1,2,660,3,3,3,96,0,0,0,0,0,0,0,11,2009,Normal,120500,0,500,0,1,3.0
727,111.13304157370976,21695,Corner,15,6,9,1988,2007,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,NoExposure,6,880,5,1680,3,1,4,5,6,1,4,1988.0,3,2,540,3,3,3,292,44,0,182,0,0,0,0,12,2009,Normal,222000,0,0,0,3,1.0
728,64.0,7314,Inside,20,7,5,2007,2007,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,Av,6,1232,5,1232,2,1,4,6,6,0,0,2007.0,2,2,632,3,3,3,132,0,0,0,0,0,0,0,2,2009,Normal,194500,0,0,0,3,0.6666666666666666
729,85.0,11475,Corner,10,5,5,1958,1958,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,NoExposure,1,1584,3,1776,4,2,3,9,6,0,0,1968.0,1,3,888,3,3,3,0,25,0,0,0,0,0,0,7,2009,Abnorml,110000,0,0,0,3,1.3333333333333333
730,52.0,6240,Inside,2,4,5,1925,1950,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,4,780,3,1208,2,1,3,5,6,0,0,1962.0,1,2,539,3,3,3,0,23,112,0,0,0,0,0,1,2009,Normal,103000,0,0,0,1,2.0
731,39.0,5389,Inside,25,8,5,1995,1996,Other,CmentBd,None,0.0,4,3,PConc,4,3,NoExposure,6,1595,5,1616,2,1,4,5,6,1,3,1995.0,2,2,608,3,3,3,237,152,0,0,0,0,0,0,3,2010,Normal,236500,0,0,0,3,0.6666666666666666
732,73.0,9590,Corner,21,7,5,2003,2003,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,Av,6,868,5,1146,3,1,4,6,6,1,4,2003.0,3,2,438,3,3,3,160,22,0,0,0,0,0,0,5,2007,Normal,187500,0,0,0,3,1.0
733,75.0,11404,Inside,20,7,5,1998,1999,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,Av,5,1153,5,2031,3,1,4,8,6,1,3,1998.0,3,2,541,3,3,3,192,84,0,0,0,0,0,0,7,2008,Normal,222500,0,0,0,3,1.0
734,80.0,10000,Corner,12,5,6,1961,1983,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,NoExposure,4,864,5,1144,3,1,3,6,6,1,3,1961.0,2,1,264,3,3,3,165,0,0,0,0,0,0,2,3,2009,Normal,131400,0,400,0,2,1.5
735,64.8919549498362,8978,Corner,12,5,5,1968,1968,Plywood,Plywood,None,0.0,3,3,PConc,3,3,NoExposure,1,948,3,948,3,1,3,6,6,0,0,1968.0,1,1,300,3,3,3,147,0,0,0,0,0,0,0,5,2007,Family,108000,0,0,0,1,3.0
736,60.0,10800,Inside,3,7,7,1914,1970,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,Mn,3,880,2,1768,2,1,3,6,6,2,3,1914.0,1,2,320,3,3,1,0,341,0,0,0,0,0,0,10,2006,Normal,163000,0,0,0,2,1.0
737,60.0,8544,Inside,10,3,4,1950,1950,Other,Other,None,0.0,3,3,CBlock,0,0,NoBsmt,0,0,4,1040,2,2,3,6,6,0,0,1949.0,1,2,400,3,3,3,0,0,0,0,0,0,0,0,7,2006,Normal,93500,0,0,0,2,1.0
738,72.0,10463,CulDSac,14,8,5,2005,2005,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,1,893,5,1801,3,1,4,8,6,1,4,2005.0,3,3,800,3,3,3,0,116,0,0,0,0,0,0,6,2006,Normal,239900,0,0,0,3,1.0
739,60.0,10800,Inside,6,5,5,1987,1988,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,Gd,6,1200,3,1200,3,1,3,5,6,0,0,0.0,0,0,0,0,0,3,120,0,0,0,0,0,0,0,3,2009,Alloca,179000,0,0,0,6,0.5
740,65.0,9313,Inside,20,7,5,2004,2004,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,1,864,5,1728,3,1,4,7,6,0,0,2004.0,2,2,572,3,3,3,187,56,0,0,0,0,0,0,4,2009,Normal,190000,0,0,0,3,1.0
741,60.0,9600,Inside,3,5,7,1910,2002,Wd Sdng,Other,None,0.0,3,4,BrkTil,2,2,NoExposure,1,264,5,1432,2,1,3,7,6,0,0,1910.0,1,2,360,3,4,3,270,0,112,0,0,0,0,4,5,2007,Abnorml,132000,0,0,0,2,1.0
742,65.0,6768,Inside,12,6,8,1961,1996,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,Mn,6,912,4,912,3,1,4,5,6,0,0,1962.0,1,1,288,3,3,3,168,0,0,0,0,0,0,4,5,2008,Normal,142000,0,0,0,3,1.0
743,65.0,8450,Inside,13,7,5,2000,2001,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,NoExposure,1,1349,5,1349,3,1,3,6,6,0,0,2000.0,1,2,539,3,3,3,120,55,0,0,0,0,0,4,12,2007,Normal,179000,0,0,0,2,1.5
744,70.0,12886,Inside,12,5,6,1963,1999,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,Av,5,520,5,1464,3,1,3,6,6,1,3,1997.0,2,2,480,3,3,3,302,0,0,0,100,0,0,0,10,2009,Normal,175000,0,0,0,3,1.0
745,41.0,5395,Inside,25,8,5,1993,1993,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,NoExposure,6,1337,4,1337,2,1,4,5,6,1,3,1993.0,2,2,462,3,3,3,96,0,70,168,0,0,0,0,10,2008,Normal,180000,0,0,0,3,0.6666666666666666
746,64.2386952605091,8963,Inside,9,8,9,1976,1996,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,NoExposure,6,1142,5,2715,4,1,4,11,6,2,3,1994.0,3,2,831,3,3,3,0,204,0,0,0,0,0,0,7,2008,Normal,299800,0,0,0,5,0.8
747,69.59251725187454,8795,Inside,14,7,5,2000,2000,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,6,952,5,2256,4,1,4,8,6,1,3,2000.0,3,2,554,3,3,3,224,54,0,0,0,0,0,0,4,2009,Normal,236000,0,0,0,3,1.3333333333333333
748,65.0,11700,Corner,3,7,7,1880,2003,Other,Other,None,0.0,4,3,Other,3,2,NoExposure,1,1240,3,2640,4,1,4,8,6,1,4,1950.0,1,4,864,3,3,1,181,0,386,0,0,0,0,0,5,2009,Normal,265979,0,0,0,2,2.0
749,59.0,10593,Inside,18,7,5,1996,1996,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,NoExposure,6,1720,5,1720,3,1,4,7,6,1,3,1996.0,3,2,527,3,3,3,240,56,154,0,0,0,0,0,3,2010,Normal,260400,0,0,0,3,1.0
750,50.0,8405,Inside,6,4,3,1945,1950,Other,Other,None,0.0,3,3,Other,0,0,NoBsmt,0,0,3,1529,4,1,3,9,5,0,0,1945.0,1,1,240,3,3,1,92,0,185,0,0,0,0,0,4,2009,Normal,98000,0,0,0,2,2.0
751,55.0,8800,Corner,3,4,7,1910,2004,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,NoExposure,1,576,4,1140,3,1,3,7,6,0,0,0.0,0,0,0,0,0,1,0,160,0,0,0,0,0,0,6,2010,Normal,96500,0,0,0,1,3.0
752,66.25476425861547,7750,Inside,14,7,5,2003,2003,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,1,660,5,1320,3,1,4,6,6,0,0,2003.0,3,2,400,3,3,3,0,48,0,0,0,0,0,0,8,2007,Normal,162000,0,0,0,3,1.0
753,79.0,9236,Inside,20,6,5,1997,1997,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,Gd,6,1479,5,1494,3,1,4,6,6,0,0,1997.0,2,2,576,3,3,3,168,27,0,0,0,0,0,0,7,2006,Normal,217000,0,0,0,3,1.0
754,80.0,10240,Inside,24,8,5,2005,2005,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,Mn,1,1030,4,2098,3,1,5,8,6,1,4,2005.0,2,3,878,3,3,3,192,52,0,0,0,0,0,0,3,2006,Normal,275500,0,0,0,3,1.0
755,61.0,7930,Inside,10,6,8,1969,2005,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,6,1026,4,1026,3,1,4,5,6,0,0,1969.0,2,2,440,3,3,3,171,48,0,0,0,0,0,0,7,2009,Normal,156000,0,0,0,2,1.5
756,34.0,3230,Inside,22,6,5,1999,1999,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,NoExposure,6,729,4,1471,3,1,3,6,6,0,0,1999.0,1,2,440,3,3,3,0,24,0,0,0,0,0,0,3,2009,Normal,172500,0,0,0,3,1.0
757,68.0,10769,Inside,20,8,5,2007,2007,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,6,866,5,1768,3,1,4,7,6,0,0,2007.0,2,2,578,3,3,3,144,105,0,0,0,0,0,0,4,2009,Normal,212000,0,0,0,3,1.0
758,68.55724845910693,11616,CulDSac,12,6,5,1978,1978,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,Mn,3,672,3,1386,3,1,3,6,6,1,3,1978.0,3,2,440,3,3,3,335,0,0,0,0,0,0,4,4,2010,Abnorml,158900,0,0,0,3,1.0
759,24.0,2280,Inside,22,7,5,1999,1999,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,4,3,NoExposure,5,744,4,1501,3,1,3,6,6,0,0,1999.0,1,2,440,3,3,3,0,0,0,0,0,0,0,0,8,2008,Normal,179400,0,0,0,3,1.0
760,65.0,12257,Inside,18,8,5,1995,1995,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4,3,Av,2,1318,5,2531,4,1,4,9,6,1,3,1995.0,2,3,752,3,3,3,222,98,0,0,0,0,0,0,11,2007,Normal,290000,0,0,0,3,1.3333333333333333
761,70.0,9100,Inside,10,6,6,1959,1959,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,NoExposure,3,864,5,864,2,1,3,5,6,0,0,2008.0,1,1,300,5,5,3,0,0,0,0,0,0,0,0,10,2009,Normal,127500,0,450,0,1,2.0
762,60.0,6911,FR2,8,5,5,1924,1950,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,Mn,2,1145,3,1301,2,1,2,5,6,0,0,1965.0,1,2,440,3,3,3,0,0,0,0,0,0,0,0,10,2009,Normal,100000,0,0,0,1,2.0
763,72.0,8640,Inside,22,7,5,2009,2009,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Mn,6,756,5,1547,3,1,4,7,6,0,0,2009.0,1,2,614,3,3,3,169,45,0,0,0,0,0,0,6,2010,Normal,215200,0,0,0,3,1.0
764,82.0,9430,Inside,18,8,5,1999,1999,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,Mn,6,1252,5,2365,3,1,4,8,6,1,4,1999.0,2,3,856,3,3,3,0,128,0,0,180,0,0,0,7,2009,Normal,337000,0,0,0,4,0.75
765,30.0,9549,CulDSac,23,8,5,1995,1996,Other,Other,None,0.0,4,4,PConc,4,4,Av,2,1494,5,1494,2,1,5,6,6,1,4,1995.0,3,2,481,3,3,3,0,30,0,0,216,0,0,0,4,2006,Normal,270000,0,0,0,3,0.6666666666666666
766,75.0,14587,Inside,22,9,5,2008,2008,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4,3,NoExposure,1,1498,5,1506,2,1,5,6,6,1,4,2008.0,3,2,592,3,3,3,0,174,0,0,0,0,0,0,8,2008,Partial,264132,0,0,0,2,1.0
767,80.0,10421,Inside,9,7,5,1988,1988,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,NoExposure,6,980,3,1714,3,1,3,7,6,1,3,1988.0,1,2,496,3,3,3,228,66,156,0,0,0,0,3,3,2010,Normal,196500,0,500,0,3,1.0
768,75.0,12508,Inside,17,6,7,1940,1985,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,Mn,5,983,5,1750,4,1,3,7,5,0,0,1989.0,1,1,423,3,3,3,245,0,156,0,0,0,0,0,7,2008,Normal,160000,0,1300,0,3,1.3333333333333333
769,70.0,9100,Inside,20,7,5,2004,2005,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,6,1860,5,1836,3,1,4,8,6,1,4,2004.0,3,2,484,3,3,3,120,33,0,0,0,0,0,0,10,2006,Normal,216837,0,0,0,2,1.5
770,47.0,53504,CulDSac,25,8,5,2003,2003,Other,Other,BrkFace,603.0,5,3,PConc,4,3,Gd,5,1650,5,3279,4,1,5,12,5,1,4,2003.0,3,3,841,3,3,3,503,36,0,0,210,0,0,0,6,2010,Normal,538000,0,0,0,5,0.8
771,67.09758435910423,7252,CulDSac,12,5,5,1982,1982,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,Av,6,858,3,858,2,1,3,5,6,0,0,1983.0,1,2,576,3,3,3,120,0,0,0,0,0,0,0,4,2009,Normal,134900,0,0,0,2,1.0
772,67.0,8877,Inside,6,4,5,1951,1951,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,NoExposure,2,836,3,1220,2,1,3,6,6,0,0,1951.0,1,2,396,3,3,3,0,0,0,0,0,0,0,0,4,2006,Normal,102000,0,0,0,1,2.0
773,94.0,7819,Inside,6,6,5,1976,1976,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,Av,5,1029,3,1117,3,1,3,6,6,1,3,1976.0,1,2,672,3,3,3,144,0,0,0,0,0,0,3,3,2010,Abnorml,107000,0,0,0,2,1.5
774,70.0,10150,Inside,10,5,5,1958,1958,Wd Sdng,Wd Sdng,None,1.0,3,3,CBlock,3,3,NoExposure,3,912,5,912,2,1,3,5,6,0,0,1958.0,2,1,275,3,3,3,0,0,0,0,0,0,0,0,7,2007,Normal,114500,0,0,0,1,2.0
775,110.0,14226,Corner,24,8,5,2006,2006,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,4,3,Av,1,1935,4,1973,3,1,4,9,6,1,4,2006.0,3,3,895,3,3,3,315,45,0,0,0,0,0,0,7,2007,Partial,395000,0,0,0,2,1.5
776,32.0,4500,FR2,17,6,5,1998,1998,VinylSd,VinylSd,BrkFace,320.0,3,3,PConc,5,3,NoExposure,6,1204,5,1204,2,1,3,5,6,0,0,1998.0,3,2,412,3,3,3,0,247,0,0,0,0,0,0,6,2009,Normal,162000,0,0,0,3,0.6666666666666666
777,86.0,11210,Inside,20,7,5,2005,2006,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,4,3,Av,6,1614,5,1614,3,1,4,7,6,0,0,2005.0,2,3,865,3,3,3,144,59,0,0,0,0,0,0,7,2006,Partial,221500,0,0,0,2,1.5
778,100.0,13350,Inside,12,5,5,1974,1974,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,5,864,3,894,3,1,3,5,6,1,2,1974.0,1,2,440,3,3,3,241,0,0,0,0,0,0,3,6,2006,Normal,142500,0,0,0,2,1.5
779,60.0,8400,Inside,13,5,5,1977,1977,Plywood,Plywood,BrkFace,320.0,3,3,Other,0,0,NoBsmt,0,0,3,2020,4,2,3,10,6,2,3,1977.0,1,2,630,3,3,3,0,0,0,0,0,0,0,0,10,2007,Normal,144000,0,0,0,2,2.0
780,78.0,10530,Inside,17,6,5,1977,1977,Plywood,Other,BrkFace,90.0,3,3,CBlock,4,3,Gd,6,975,3,1004,2,1,3,4,6,0,0,1977.0,1,2,504,3,3,3,0,0,0,0,0,0,0,0,5,2006,Normal,135000,0,0,0,2,1.0
781,63.0,7875,Inside,14,7,5,1995,1996,HdBoard,HdBoard,BrkFace,38.0,3,3,PConc,4,4,NoExposure,1,1237,4,1253,3,1,3,6,6,1,3,1995.0,3,2,402,3,3,3,220,21,0,0,0,0,0,0,6,2007,Normal,176000,0,0,0,2,1.5
782,65.0,7153,Inside,13,6,5,1992,1992,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,NoExposure,5,761,5,1603,3,1,4,7,6,0,0,1992.0,2,2,484,3,3,3,0,124,0,0,0,0,0,0,7,2006,Normal,175900,0,0,0,3,1.0
783,67.0,16285,Inside,20,7,5,2001,2002,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,1,1413,5,1430,3,1,4,6,6,0,0,2001.0,2,2,605,3,3,3,0,33,0,0,0,0,0,0,6,2009,Normal,187100,0,0,0,2,1.5
784,70.54990364113003,9101,Corner,17,5,6,1978,1978,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4,3,Av,6,1097,5,1110,1,1,4,4,6,1,3,1978.0,3,2,602,3,3,3,303,30,0,0,0,0,0,0,7,2009,Normal,165500,0,0,0,2,0.5
785,35.0,6300,Inside,3,6,6,1914,2001,Wd Sdng,Other,None,0.0,3,3,CBlock,3,3,NoExposure,1,742,5,1484,3,1,3,9,6,1,4,0.0,0,0,0,0,0,3,0,291,134,0,0,0,0,0,6,2008,Normal,128000,0,0,0,2,1.5
786,70.52278334078633,9790,Inside,9,6,5,1967,1967,Other,Wd Sdng,None,0.0,3,3,CBlock,3,3,NoExposure,3,1372,3,1342,3,1,3,7,6,1,4,1967.0,1,2,457,3,3,3,0,0,0,0,197,0,0,0,9,2009,Normal,161500,0,0,0,2,1.5
787,60.0,10800,Inside,3,5,6,1915,1950,MetalSd,MetalSd,None,0.0,3,4,PConc,2,3,NoExposure,2,686,3,1652,4,1,3,7,6,0,0,1961.0,1,1,416,3,3,3,0,0,196,0,0,0,0,0,6,2010,Normal,139000,0,1200,0,3,1.3333333333333333
788,76.0,10142,Inside,13,7,5,2004,2004,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,6,956,5,2084,4,1,4,8,6,0,0,2004.0,2,2,618,3,3,3,0,45,0,0,0,0,0,0,1,2010,Normal,233000,0,0,0,4,1.0
789,50.0,6000,Corner,3,4,7,1954,2000,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,1,901,5,901,2,1,3,4,6,0,0,1954.0,1,1,281,2,3,3,0,0,0,0,0,0,0,0,8,2008,Normal,107900,0,0,0,1,2.0
790,85.12261353007892,12205,Inside,16,6,8,1966,2007,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,Gd,2,832,4,2087,5,1,4,9,6,0,0,1966.0,3,2,444,3,3,3,133,168,0,0,0,0,0,0,7,2007,Normal,187500,0,0,0,3,1.6666666666666667
791,43.0,3182,Inside,19,7,5,2005,2006,VinylSd,VinylSd,BrkFace,11.0,4,3,PConc,4,3,NoExposure,6,1145,5,1145,2,1,4,5,6,1,4,2005.0,3,2,397,3,3,3,100,16,0,0,0,0,0,0,9,2009,Normal,160200,0,0,0,2,1.0
792,88.58940176406652,11333,Corner,17,6,5,1976,1976,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,Av,5,1029,3,1062,3,1,3,5,6,2,3,1976.0,2,2,539,3,3,3,120,0,0,0,0,0,0,0,5,2007,Normal,146800,0,0,0,2,1.5
793,92.0,9920,CulDSac,18,7,5,1996,1997,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,Av,6,1117,5,2013,3,1,3,8,6,1,3,1997.0,1,2,455,3,3,3,180,130,0,0,0,0,0,0,6,2007,Normal,269790,0,0,0,4,0.75
794,76.0,9158,Inside,22,8,5,2007,2007,Other,CmentBd,Stone,140.0,4,3,PConc,4,3,Av,1,1496,5,1496,3,1,4,7,6,0,0,2007.0,3,2,474,3,3,3,168,130,0,0,0,0,0,0,6,2007,Partial,225000,0,0,0,2,1.5
795,93.50277689943653,10832,Corner,14,7,5,1994,1996,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,NoExposure,1,712,5,1895,3,1,4,7,6,1,3,1994.0,3,2,409,3,3,3,143,46,0,0,0,0,0,0,10,2008,Normal,194500,0,500,0,3,1.0
796,70.0,8400,Inside,13,6,6,1980,1981,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,NoExposure,1,650,3,1564,3,1,3,7,6,1,3,1980.0,1,2,476,3,3,3,0,50,0,0,204,0,0,3,4,2010,Normal,171000,0,0,0,3,1.0
797,71.0,8197,Inside,12,6,5,1977,1977,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,NoExposure,1,660,5,1285,3,1,3,7,6,1,3,1977.0,2,2,528,3,3,3,138,0,0,0,0,0,0,3,4,2007,Normal,143500,0,0,0,2,1.5
798,57.0,7677,Inside,10,5,5,1953,1953,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,NoExposure,4,773,4,773,2,1,3,4,6,0,0,1953.0,1,1,240,3,3,3,0,0,0,0,0,0,0,0,4,2008,Abnorml,110000,0,0,0,1,2.0
799,104.0,13518,Inside,24,9,5,2008,2009,VinylSd,VinylSd,Stone,860.0,5,3,PConc,5,3,NoExposure,1,1926,5,3140,4,1,5,11,6,2,4,2009.0,3,3,820,3,3,3,144,78,0,0,0,0,0,0,7,2009,Partial,485000,0,0,0,4,1.0
800,60.0,7200,Corner,1,5,7,1937,1950,Wd Sdng,Wd Sdng,BrkFace,252.0,3,3,BrkTil,4,3,NoExposure,5,731,5,1768,3,1,4,7,6,2,3,1939.0,1,1,240,3,3,3,0,0,264,0,0,0,0,3,6,2007,Normal,175000,0,0,0,3,1.0
801,79.0,12798,Inside,16,6,5,1997,1997,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Gd,6,616,4,1688,4,1,4,8,6,0,0,1997.0,2,2,603,3,3,3,403,114,185,0,0,0,0,0,5,2008,Normal,200000,0,400,0,4,1.0
802,40.0,4800,Inside,2,4,7,1916,1990,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,2,1196,5,1196,2,1,3,5,6,0,0,1957.0,1,2,440,3,3,3,0,0,0,0,0,0,0,0,7,2007,Normal,109900,0,0,0,2,1.0
803,63.0,8199,Inside,20,7,5,2005,2005,Other,Other,None,0.0,4,3,PConc,4,3,Av,6,728,5,1456,3,1,4,7,6,1,4,2005.0,3,2,410,3,3,3,36,18,0,0,0,0,0,0,10,2008,Normal,189000,0,0,0,4,0.75
804,107.0,13891,Inside,24,9,5,2008,2009,VinylSd,VinylSd,Stone,424.0,5,3,PConc,5,3,Gd,1,1734,5,2822,4,1,5,12,6,1,4,2009.0,2,3,1020,3,3,3,52,170,0,0,192,0,0,0,1,2009,Partial,582933,0,0,0,4,1.0
805,75.0,9000,Inside,10,5,5,1954,1954,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,NoExposure,2,936,3,1128,2,1,3,5,6,0,0,1954.0,1,1,286,3,3,3,0,0,0,0,0,0,0,2,6,2006,Family,118000,0,0,0,1,2.0
806,91.0,12274,FR2,22,7,5,2008,2008,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,NoExposure,1,1417,5,1428,3,1,5,6,6,0,0,2008.0,2,2,554,3,3,3,0,60,0,0,0,0,0,0,7,2008,Partial,227680,0,0,0,2,1.5
807,75.0,9750,Inside,10,5,5,1967,1967,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,Av,5,980,4,980,3,1,3,6,6,0,0,1967.0,3,1,384,3,3,3,68,0,0,0,0,0,0,0,10,2006,Normal,135500,0,0,0,2,1.5
808,144.0,21384,Inside,8,5,6,1923,2004,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,Gd,6,1324,5,1576,3,1,4,6,6,1,3,1923.0,2,2,528,3,3,3,0,312,0,0,0,0,0,0,5,2009,Normal,223500,0,0,0,4,0.75
809,85.0,13400,Inside,10,5,5,1966,1966,VinylSd,VinylSd,BrkFace,1047.0,3,3,CBlock,3,3,Av,5,1024,3,1086,3,1,3,6,6,1,4,1966.0,2,2,484,3,3,3,0,0,0,0,0,0,0,2,6,2006,Normal,159950,0,0,0,2,1.5
810,90.0,8100,Corner,3,5,5,1898,1965,Other,Other,None,0.0,3,3,PConc,3,3,NoExposure,1,849,3,2138,2,3,3,11,6,0,0,1910.0,1,2,360,2,1,1,40,156,0,0,0,0,0,3,11,2009,Normal,106000,0,0,0,2,1.0
811,78.0,10140,Inside,9,6,6,1974,1999,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,NoExposure,5,1040,2,1309,3,1,4,5,6,1,2,1974.0,2,2,484,3,3,3,265,0,0,0,0,648,1,4,1,2006,Normal,181000,0,0,0,3,1.0
812,37.76375821386049,4438,Inside,20,6,5,2004,2004,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,Gd,6,848,5,848,1,1,4,4,6,1,4,2004.0,3,2,420,3,3,3,140,0,0,0,0,0,0,0,6,2008,Normal,144500,0,0,0,2,0.5
813,66.0,8712,Inside,2,5,5,1952,1952,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,Av,1,540,3,1044,2,1,2,4,6,0,0,1952.0,1,2,504,3,3,1,0,0,0,0,0,0,0,0,6,2010,Alloca,55993,0,54,0,1,2.0
814,75.0,9750,Inside,10,6,6,1958,1958,MetalSd,MetalSd,BrkFace,243.0,3,3,CBlock,3,3,NoExposure,3,1442,4,1442,4,1,3,7,6,0,0,1958.0,2,1,301,3,3,3,0,0,275,0,0,0,0,0,4,2007,Normal,157900,0,500,0,2,2.0
815,45.0,8248,Inside,6,5,7,1918,1950,Other,Other,None,0.0,3,3,BrkTil,3,3,NoExposure,1,686,4,1250,3,1,2,7,6,0,0,1955.0,1,1,280,3,3,2,207,0,96,0,0,0,0,0,7,2006,Normal,116000,0,0,0,3,1.0
816,48.0,12137,CulDSac,20,7,5,1998,1998,VinylSd,VinylSd,BrkFace,442.0,3,3,PConc,4,3,NoExposure,1,1649,5,1661,3,1,4,6,6,0,0,1998.0,2,2,598,3,3,3,0,34,0,0,0,0,0,0,5,2010,Normal,224900,0,0,0,2,1.5
817,85.3025392749237,11425,Corner,10,5,6,1954,1954,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,4,1008,4,1008,2,1,3,4,6,1,4,1954.0,2,1,275,3,3,3,0,0,120,0,0,0,0,0,7,2006,Normal,137000,0,0,0,1,2.0
