Id,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SalePrice,Gar2,Shed,TenC,TotalBath,Bedroom/Bathroom,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Foundation_CBlock,Foundation_Other,Foundation_PConc,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_NoBsmt,BsmtExposure_NoExposure
773,94.0,7819,6,6,5,1976,1976,0.0,3,3,3,3,5,1029,3,1117,3,1,3,6,6,1,3,1976.0,1,2,672,3,3,3,144,0,0,0,0,0,0,3,3,2010,107000,0,0,0,2,1.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
774,70.0,10150,10,5,5,1958,1958,1.0,3,3,3,3,3,912,5,912,2,1,3,5,6,0,0,1958.0,2,1,275,3,3,3,0,0,0,0,0,0,0,0,7,2007,114500,0,0,0,1,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
775,110.0,14226,24,8,5,2006,2006,375.0,4,3,4,3,1,1935,4,1973,3,1,4,9,6,1,4,2006.0,3,3,895,3,3,3,315,45,0,0,0,0,0,0,7,2007,395000,0,0,0,2,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
776,32.0,4500,17,6,5,1998,1998,320.0,3,3,5,3,6,1204,5,1204,2,1,3,5,6,0,0,1998.0,3,2,412,3,3,3,0,247,0,0,0,0,0,0,6,2009,162000,0,0,0,3,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
777,86.0,11210,20,7,5,2005,2006,240.0,4,3,4,3,6,1614,5,1614,3,1,4,7,6,0,0,2005.0,2,3,865,3,3,3,144,59,0,0,0,0,0,0,7,2006,221500,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
778,100.0,13350,12,5,5,1974,1974,0.0,3,3,3,3,5,864,3,894,3,1,3,5,6,1,2,1974.0,1,2,440,3,3,3,241,0,0,0,0,0,0,3,6,2006,142500,0,0,0,2,1.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
779,60.0,8400,13,5,5,1977,1977,320.0,3,3,0,0,0,0,3,2020,4,2,3,10,6,2,3,1977.0,1,2,630,3,3,3,0,0,0,0,0,0,0,0,10,2007,144000,0,0,0,2,2.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
780,78.0,10530,17,6,5,1977,1977,90.0,3,3,4,3,6,975,3,1004,2,1,3,4,6,0,0,1977.0,1,2,504,3,3,3,0,0,0,0,0,0,0,0,5,2006,135000,0,0,0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
781,63.0,7875,14,7,5,1995,1996,38.0,3,3,4,4,1,1237,4,1253,3,1,3,6,6,1,3,1995.0,3,2,402,3,3,3,220,21,0,0,0,0,0,0,6,2007,176000,0,0,0,2,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
782,65.0,7153,13,6,5,1992,1992,0.0,4,4,4,3,5,761,5,1603,3,1,4,7,6,0,0,1992.0,2,2,484,3,3,3,0,124,0,0,0,0,0,0,7,2006,175900,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
783,67.0,16285,20,7,5,2001,2002,0.0,4,3,4,3,1,1413,5,1430,3,1,4,6,6,0,0,2001.0,2,2,605,3,3,3,0,33,0,0,0,0,0,0,6,2009,187100,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
784,70.54990364113003,9101,17,5,6,1978,1978,104.0,3,4,4,3,6,1097,5,1110,1,1,4,4,6,1,3,1978.0,3,2,602,3,3,3,303,30,0,0,0,0,0,0,7,2009,165500,0,0,0,2,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
785,35.0,6300,3,6,6,1914,2001,0.0,3,3,3,3,1,742,5,1484,3,1,3,9,6,1,4,0.0,0,0,0,0,0,3,0,291,134,0,0,0,0,0,6,2008,128000,0,0,0,2,1.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
786,70.52278334078633,9790,9,6,5,1967,1967,0.0,3,3,3,3,3,1372,3,1342,3,1,3,7,6,1,4,1967.0,1,2,457,3,3,3,0,0,0,0,197,0,0,0,9,2009,161500,0,0,0,2,1.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
787,60.0,10800,3,5,6,1915,1950,0.0,3,4,2,3,2,686,3,1652,4,1,3,7,6,0,0,1961.0,1,1,416,3,3,3,0,0,196,0,0,0,0,0,6,2010,139000,0,1200,0,3,1.3333333333333333,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
788,76.0,10142,13,7,5,2004,2004,0.0,4,3,4,3,6,956,5,2084,4,1,4,8,6,0,0,2004.0,2,2,618,3,3,3,0,45,0,0,0,0,0,0,1,2010,233000,0,0,0,4,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
789,50.0,6000,3,4,7,1954,2000,0.0,3,3,3,3,1,901,5,901,2,1,3,4,6,0,0,1954.0,1,1,281,2,3,3,0,0,0,0,0,0,0,0,8,2008,107900,0,0,0,1,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
790,85.12261353007892,12205,16,6,8,1966,2007,157.0,3,3,3,2,2,832,4,2087,5,1,4,9,6,0,0,1966.0,3,2,444,3,3,3,133,168,0,0,0,0,0,0,7,2007,187500,0,0,0,3,1.6666666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
791,43.0,3182,19,7,5,2005,2006,11.0,4,3,4,3,6,1145,5,1145,2,1,4,5,6,1,4,2005.0,3,2,397,3,3,3,100,16,0,0,0,0,0,0,9,2009,160200,0,0,0,2,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
792,88.58940176406652,11333,17,6,5,1976,1976,0.0,3,3,4,3,5,1029,3,1062,3,1,3,5,6,2,3,1976.0,2,2,539,3,3,3,120,0,0,0,0,0,0,0,5,2007,146800,0,0,0,2,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
793,92.0,9920,18,7,5,1996,1997,0.0,4,3,4,3,6,1117,5,2013,3,1,3,8,6,1,3,1997.0,1,2,455,3,3,3,180,130,0,0,0,0,0,0,6,2007,269790,0,0,0,4,0.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
794,76.0,9158,22,8,5,2007,2007,140.0,4,3,4,3,1,1496,5,1496,3,1,4,7,6,0,0,2007.0,3,2,474,3,3,3,168,130,0,0,0,0,0,0,6,2007,225000,0,0,0,2,1.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
795,93.50277689943653,10832,14,7,5,1994,1996,0.0,4,3,4,3,1,712,5,1895,3,1,4,7,6,1,3,1994.0,3,2,409,3,3,3,143,46,0,0,0,0,0,0,10,2008,194500,0,500,0,3,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
796,70.0,8400,13,6,6,1980,1981,130.0,3,3,4,3,1,650,3,1564,3,1,3,7,6,1,3,1980.0,1,2,476,3,3,3,0,50,0,0,204,0,0,3,4,2010,171000,0,0,0,3,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
797,71.0,8197,12,6,5,1977,1977,148.0,3,3,3,3,1,660,5,1285,3,1,3,7,6,1,3,1977.0,2,2,528,3,3,3,138,0,0,0,0,0,0,3,4,2007,143500,0,0,0,2,1.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
798,57.0,7677,10,5,5,1953,1953,0.0,3,3,3,3,4,773,4,773,2,1,3,4,6,0,0,1953.0,1,1,240,3,3,3,0,0,0,0,0,0,0,0,4,2008,110000,0,0,0,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
799,104.0,13518,24,9,5,2008,2009,860.0,5,3,5,3,1,1926,5,3140,4,1,5,11,6,2,4,2009.0,3,3,820,3,3,3,144,78,0,0,0,0,0,0,7,2009,485000,0,0,0,4,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
800,60.0,7200,1,5,7,1937,1950,252.0,3,3,4,3,5,731,5,1768,3,1,4,7,6,2,3,1939.0,1,1,240,3,3,3,0,0,264,0,0,0,0,3,6,2007,175000,0,0,0,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
801,79.0,12798,16,6,5,1997,1997,0.0,3,3,4,3,6,616,4,1688,4,1,4,8,6,0,0,1997.0,2,2,603,3,3,3,403,114,185,0,0,0,0,0,5,2008,200000,0,400,0,4,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
802,40.0,4800,2,4,7,1916,1990,0.0,3,3,3,3,2,1196,5,1196,2,1,3,5,6,0,0,1957.0,1,2,440,3,3,3,0,0,0,0,0,0,0,0,7,2007,109900,0,0,0,2,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
803,63.0,8199,20,7,5,2005,2005,0.0,4,3,4,3,6,728,5,1456,3,1,4,7,6,1,4,2005.0,3,2,410,3,3,3,36,18,0,0,0,0,0,0,10,2008,189000,0,0,0,4,0.75,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
804,107.0,13891,24,9,5,2008,2009,424.0,5,3,5,3,1,1734,5,2822,4,1,5,12,6,1,4,2009.0,2,3,1020,3,3,3,52,170,0,0,192,0,0,0,1,2009,582933,0,0,0,4,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
805,75.0,9000,10,5,5,1954,1954,0.0,3,3,3,3,2,936,3,1128,2,1,3,5,6,0,0,1954.0,1,1,286,3,3,3,0,0,0,0,0,0,0,2,6,2006,118000,0,0,0,1,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
806,91.0,12274,22,7,5,2008,2008,256.0,4,3,4,3,1,1417,5,1428,3,1,5,6,6,0,0,2008.0,2,2,554,3,3,3,0,60,0,0,0,0,0,0,7,2008,227680,0,0,0,2,1.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
807,75.0,9750,10,5,5,1967,1967,0.0,3,3,3,3,5,980,4,980,3,1,3,6,6,0,0,1967.0,3,1,384,3,3,3,68,0,0,0,0,0,0,0,10,2006,135500,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
808,144.0,21384,8,5,6,1923,2004,0.0,3,3,3,3,6,1324,5,1576,3,1,4,6,6,1,3,1923.0,2,2,528,3,3,3,0,312,0,0,0,0,0,0,5,2009,223500,0,0,0,4,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
809,85.0,13400,10,5,5,1966,1966,1047.0,3,3,3,3,5,1024,3,1086,3,1,3,6,6,1,4,1966.0,2,2,484,3,3,3,0,0,0,0,0,0,0,2,6,2006,159950,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
810,90.0,8100,3,5,5,1898,1965,0.0,3,3,3,3,1,849,3,2138,2,3,3,11,6,0,0,1910.0,1,2,360,2,1,1,40,156,0,0,0,0,0,3,11,2009,106000,0,0,0,2,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
811,78.0,10140,9,6,6,1974,1999,99.0,3,3,3,3,5,1040,2,1309,3,1,4,5,6,1,2,1974.0,2,2,484,3,3,3,265,0,0,0,0,648,1,4,1,2006,181000,0,0,0,3,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
812,37.76375821386049,4438,20,6,5,2004,2004,169.0,4,3,4,3,6,848,5,848,1,1,4,4,6,1,4,2004.0,3,2,420,3,3,3,140,0,0,0,0,0,0,0,6,2008,144500,0,0,0,2,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
813,66.0,8712,2,5,5,1952,1952,0.0,2,3,3,3,1,540,3,1044,2,1,2,4,6,0,0,1952.0,1,2,504,3,3,1,0,0,0,0,0,0,0,0,6,2010,55993,0,54,0,1,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
814,75.0,9750,10,6,6,1958,1958,243.0,3,3,3,3,3,1442,4,1442,4,1,3,7,6,0,0,1958.0,2,1,301,3,3,3,0,0,275,0,0,0,0,0,4,2007,157900,0,500,0,2,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
815,45.0,8248,6,5,7,1918,1950,0.0,3,3,3,3,1,686,4,1250,3,1,2,7,6,0,0,1955.0,1,1,280,3,3,2,207,0,96,0,0,0,0,0,7,2006,116000,0,0,0,3,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
816,48.0,12137,20,7,5,1998,1998,442.0,3,3,4,3,1,1649,5,1661,3,1,4,6,6,0,0,1998.0,2,2,598,3,3,3,0,34,0,0,0,0,0,0,5,2010,224900,0,0,0,2,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
817,85.3025392749237,11425,10,5,6,1954,1954,0.0,3,3,3,3,4,1008,4,1008,2,1,3,4,6,1,4,1954.0,2,1,275,3,3,3,0,0,120,0,0,0,0,0,7,2006,137000,0,0,0,1,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
818,50.52774290169725,13265,17,8,5,2002,2002,148.0,4,3,4,3,6,1568,5,1689,3,1,4,7,6,2,4,2002.0,2,3,857,3,3,3,150,59,0,0,0,0,0,0,7,2008,271000,0,0,0,3,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
819,80.0,8816,16,6,7,1971,1971,80.0,3,3,3,3,6,1010,4,1052,3,1,3,6,6,0,0,1971.0,1,2,440,3,3,3,0,0,0,0,0,0,0,3,6,2010,155000,0,0,0,2,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
820,44.0,6371,24,7,5,2009,2010,128.0,4,3,4,3,6,1358,5,1358,2,1,4,6,6,1,4,2010.0,2,2,484,3,3,3,192,35,0,0,0,0,0,0,6,2010,224000,0,0,0,3,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
821,72.0,7226,20,7,5,2003,2003,0.0,4,3,4,3,1,798,5,1640,3,1,4,6,6,0,0,2003.0,2,2,595,3,3,3,0,45,0,0,0,0,0,0,6,2008,183000,0,0,0,3,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
822,60.0,6000,3,4,4,1953,1953,0.0,2,3,2,3,1,936,3,936,2,1,3,4,6,0,0,1974.0,1,2,576,3,3,3,0,32,112,0,0,0,0,0,2,2009,93000,0,0,0,1,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
823,87.08087161127274,12394,14,7,5,2003,2003,0.0,4,3,4,3,1,847,5,1733,3,1,4,7,6,1,4,2003.0,3,2,433,3,3,3,100,48,0,0,0,0,0,0,10,2007,225000,0,0,0,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
824,60.0,9900,1,6,7,1940,1950,0.0,3,3,3,3,1,778,3,1489,3,1,3,7,6,1,4,1940.0,1,1,240,3,3,3,335,0,0,0,0,0,0,2,7,2009,139500,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
825,81.0,11216,22,8,5,2006,2006,0.0,4,3,4,4,1,1489,5,1489,3,1,4,7,6,1,4,2006.0,2,2,776,3,3,3,0,140,0,0,0,0,0,0,6,2006,232600,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
826,114.0,14803,24,10,5,2007,2008,816.0,5,3,5,3,6,2078,5,2084,2,1,5,7,6,1,4,2007.0,3,3,1220,3,3,3,188,45,0,0,0,0,0,0,6,2008,385000,0,0,0,3,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
827,50.0,6130,8,5,6,1924,1950,0.0,3,3,3,3,5,784,4,784,2,1,4,5,6,0,0,0.0,0,0,0,0,0,3,0,0,116,0,0,0,0,0,5,2008,109500,0,0,0,2,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
828,65.0,8529,13,7,5,2001,2001,0.0,4,3,4,3,6,1454,5,1434,3,1,4,6,6,1,3,2001.0,2,2,527,3,3,3,290,39,0,0,0,0,0,0,4,2009,189000,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
829,83.92974846433276,28698,16,5,5,1967,1967,0.0,3,3,3,4,2,1013,3,2126,3,1,3,7,6,0,0,1967.0,3,2,538,3,3,3,486,0,0,0,225,0,0,0,6,2009,185000,0,0,0,4,0.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
830,24.0,2544,22,7,5,2005,2005,0.0,4,3,4,3,1,600,5,1223,2,1,4,4,6,0,0,2005.0,2,2,480,3,3,3,0,166,0,0,0,0,0,0,7,2006,147400,0,0,0,3,0.6666666666666666,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
831,80.0,11900,10,6,5,1957,1957,387.0,3,3,3,3,3,1392,3,1392,3,1,3,6,6,2,4,1957.0,2,2,458,3,3,3,0,0,0,0,192,0,0,0,6,2008,166000,0,0,0,3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
832,30.0,3180,22,7,5,2005,2005,0.0,3,3,4,3,1,600,5,1200,2,1,4,4,6,0,0,2005.0,2,2,480,3,3,3,0,166,0,0,0,0,0,0,6,2006,151000,0,0,0,3,0.6666666666666666,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
833,44.0,9548,20,7,6,2003,2003,223.0,4,3,4,3,6,941,5,1829,3,1,4,7,6,1,3,2003.0,2,2,613,3,3,3,192,39,0,0,0,0,0,0,1,2010,237000,0,0,0,4,0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
834,100.0,10004,10,6,6,1964,1964,180.0,3,3,3,3,3,1516,3,1516,3,1,3,6,6,0,0,1964.0,2,2,472,3,3,3,0,0,0,0,152,0,0,0,2,2009,167000,0,0,0,2,1.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
835,75.0,7875,10,5,6,1961,1961,136.0,3,3,3,3,3,1144,4,1144,3,1,3,6,6,0,0,1961.0,1,2,456,3,3,3,0,0,0,0,0,0,0,2,9,2008,139950,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
836,60.0,9600,12,4,7,1950,1995,0.0,3,3,4,3,4,1067,3,1067,2,1,4,4,6,0,0,1996.0,1,2,436,3,3,3,290,0,0,0,0,0,0,0,2,2010,128000,0,0,0,2,1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
837,90.0,8100,3,5,6,1948,1973,0.0,3,3,3,3,3,1559,4,1559,2,1,3,5,6,0,0,1948.0,1,2,812,3,3,3,0,116,230,0,0,0,0,2,6,2007,153500,0,0,0,2,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
838,21.0,1680,4,6,5,1973,1973,158.0,3,3,3,3,4,483,3,987,2,1,3,5,6,0,0,1973.0,1,1,264,3,3,3,0,0,0,0,0,0,0,0,11,2008,100000,0,0,0,3,0.6666666666666666,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
839,75.0,9525,20,5,6,1995,2006,0.0,3,3,4,3,1,1099,5,1099,3,1,4,6,6,0,0,1999.0,1,1,352,3,3,3,278,0,0,0,0,0,0,0,6,2008,144000,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
840,70.0,11767,6,5,6,1946,1995,0.0,3,3,3,3,4,768,5,1200,3,1,3,6,6,0,0,1946.0,1,1,240,3,3,3,0,0,0,0,0,0,0,0,5,2008,130500,0,0,0,1,3.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
841,93.19974064518662,12155,1,6,8,1925,1950,0.0,3,3,3,3,4,672,3,1482,4,1,2,7,6,0,0,1934.0,1,1,400,3,3,2,0,0,254,0,0,0,0,0,3,2008,140000,0,0,0,2,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
842,60.0,10440,3,5,8,1904,2002,0.0,3,3,3,3,1,650,4,1539,3,1,4,8,6,1,1,1983.0,1,2,686,4,3,2,70,78,68,0,0,0,0,0,6,2008,157500,0,0,0,2,1.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
843,82.0,9020,10,6,7,1966,1966,183.0,3,3,3,3,3,1127,3,1165,3,1,3,6,6,0,0,1966.0,2,2,490,4,4,3,0,129,0,0,0,0,0,4,5,2008,174900,0,0,0,3,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
844,80.0,8000,10,5,4,1961,1961,0.0,3,3,3,3,1,1800,5,1800,6,2,3,10,6,0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2007,141000,0,0,0,2,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
845,100.0,12665,3,5,8,1915,1950,0.0,3,3,3,3,1,876,4,1416,4,1,3,7,6,1,4,1949.0,1,3,720,3,3,3,418,0,194,0,0,0,0,0,6,2008,153900,0,0,0,2,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
846,52.89691397584773,16647,12,5,5,1975,1981,0.0,3,3,4,3,5,1390,3,1701,3,1,3,6,6,2,3,1975.0,3,2,611,3,3,3,0,0,0,0,0,0,0,0,1,2007,171000,0,0,0,3,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
847,75.0,9317,13,7,5,1993,1993,137.0,4,3,4,3,5,740,5,1775,3,1,4,7,6,1,3,1993.0,1,2,425,3,3,3,234,72,192,0,0,0,0,0,7,2009,213000,0,0,0,4,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
848,36.0,15523,20,5,6,1972,1972,0.0,3,3,3,3,4,864,5,864,3,1,3,5,6,1,2,1972.0,1,1,338,3,3,3,0,0,0,0,0,0,0,0,8,2009,133500,0,0,0,2,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
849,75.0,45600,16,6,8,1908,1997,0.0,3,3,3,3,1,907,3,2358,5,1,3,10,6,1,4,1908.0,1,2,360,2,3,3,486,40,0,0,175,0,0,0,9,2008,240000,0,0,0,3,1.6666666666666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
850,80.0,9600,23,6,7,1976,1994,360.0,4,4,3,3,1,528,5,1855,3,1,3,7,6,1,3,1976.0,2,2,512,3,3,3,113,100,0,0,0,0,0,0,8,2007,187000,0,0,0,3,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
